solID,perfQ,#changes,reliability
2379,-0.20282349349945025,7.04,-0.61961479
2443,-0.09171202324106645,6.06,-0.8465975606077715
2450,-0.20282349349945025,7.04,-0.61961479
2494,-0.20282349349945025,7.04,-0.61961479
2552,-0.09171202324106645,6.06,-0.8465975606077715
2556,-0.18424787247425695,8.520000000000001,-0.6580154205627285
2557,-0.20282349349945025,7.04,-0.61961479
2731,-0.18424787247425695,8.520000000000001,-0.6580154205627285
2743,-0.09171202324106645,6.06,-0.8465975606077715
2747,-0.09171202324106645,6.06,-0.8465975606077715
2748,-0.09171202324106645,6.06,-0.8465975606077715
2750,-0.09171202324106645,6.06,-0.8465975606077715
2751,-0.18424787247425695,8.520000000000001,-0.6580154205627285
2754,-0.20282349349945025,7.04,-0.61961479
2755,-0.20282349349945025,7.04,-0.61961479
3094,-0.09171202324106645,6.06,-0.8465975606077715
