solID,perfQ,#changes,reliability
6147,-0.20935908206459586,6.06,-0.8465975606077715
6250,-0.11764705882352941,4.26,-0.7875468106077714
6254,-0.20935908206459586,6.06,-0.8465975606077715
6262,-0.20935908206459586,6.06,-0.8465975606077715
6754,-0.20935908206459586,6.06,-0.8465975606077715
6755,-0.2452902064525049,6.63,-0.7159176605627285
6758,-0.20935908206459586,6.06,-0.8465975606077715
6759,-0.20935908206459586,6.06,-0.8465975606077715
6760,-0.20935908206459586,6.06,-0.8465975606077715
6761,-0.11764705882352941,4.26,-0.7875468106077714
6867,-0.20935908206459586,6.06,-0.8465975606077715
6869,-0.11764705882352941,4.26,-0.7875468106077714
6872,-0.11764705882352941,4.26,-0.7875468106077714
6876,-0.2452902064525049,6.63,-0.7159176605627285
6877,-0.20935908206459586,6.06,-0.8465975606077715
6888,-0.2452482085410694,8.52,-0.8465975606077715
