solID,perfQ,#changes,reliability
9,-0.12733402250223377,10.63,-0.8465975606077715
30,-0.12733402250223377,10.63,-0.8465975606077715
38,-0.12733402250223377,10.63,-0.8465975606077715
118,-0.1972530286640917,6.59,-0.6579247506077714
121,-0.12733402250223377,10.63,-0.8465975606077715
122,-0.12733402250223377,10.63,-0.8465975606077715
126,-0.12733402250223377,10.63,-0.8465975606077715
127,-0.11764705882352941,4.83,-0.7086863500450429
212,-0.12733402250223377,10.63,-0.8465975606077715
213,-0.11764705882352941,4.83,-0.7086863500450429
216,-0.1972530286640917,6.59,-0.6579247506077714
224,-0.11764705882352941,4.83,-0.7086863500450429
1028,-0.19729421265875202,7.16,-0.5790642900450429
1029,-0.11764705882352941,4.83,-0.7086863500450429
1032,-0.1972530286640917,6.59,-0.6579247506077714
1952,-0.11764705882352941,4.83,-0.7086863500450429
