solID,perfQ,#changes,reliability
826,-0.2711828155622572,16.43,-0.6576589105627285
858,-0.2124017126232032,17.0,-0.7582429105627285
1061,-0.2711828155622572,16.43,-0.6576589105627285
1150,-0.12733402250223377,5.4,-0.767737100045043
1387,-0.2124017126232032,17.0,-0.7582429105627285
1390,-0.12733402250223377,5.4,-0.767737100045043
1395,-0.06851049309046905,3.6,-0.8465975606077715
1399,-0.2124017126232032,17.0,-0.7582429105627285
1410,-0.2124017126232032,17.0,-0.7582429105627285
1411,-0.24524798052003027,17.0,-0.7167096605627286
1415,-0.2124017126232032,17.0,-0.7582429105627285
1418,-0.2711828155622572,16.43,-0.6576589105627285
1419,-0.2711828155622572,16.43,-0.6576589105627285
1422,-0.2124017126232032,17.0,-0.7582429105627285
1426,-0.2124017126232032,17.0,-0.7582429105627285
2078,-0.2711828155622572,16.43,-0.6576589105627285
