solID,operation,target,to,where
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,Printer,Printer_ndvsfworwf,
0,UMLCloneNode,Printer,Printer_qotjmvhuff,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,Printer,Printer_ndvsfworwf,
0,UMLCloneNode,Printer,Printer_qotjmvhuff,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
0,Move_Operation_Component,rollInReceivedOrder,GUIReporting,
0,UMLCloneNode,EnterpriseServer,EnterpriseServer_jgsozktuhv,
0,UMLCloneNode,CashDeskPC,CashDeskPC_vlunzikhhu,
0,UMLCloneNode,CashDeskPC,CashDeskPC_lkiwmpnmks,
