solID,operation,target,to,where
7,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
7,Move_Operation_Component,startSale,Inventory,
7,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
7,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_ygqkppgeaa,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_ygqkppgeaa,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
0,UMLCloneNode,EnterpriseClient,EnterpriseClient_azfjdhhjny,
0,Move_Operation_Component,startSale,Inventory,
0,Move_Component_New_Node,Inventory,New-Node_ipguijjzyj,
0,Move_Operation_New_Component_New_Node,getTransactionContext,New-Component_nomyznwssz,New-Node_btmciddmzj
