case_study,brf,max_eval,prob_pas,q_indicator,value
train-ticket,moc_1.64,72,95,IGD+,0.1535959013407431
train-ticket,moc_1.64,72,95,IGD+,0.1470151218238286
train-ticket,moc_1.64,72,95,IGD+,0.11673026343538129
train-ticket,moc_1.64,72,95,EP,0.3282548476454294
train-ticket,moc_1.64,72,95,EP,0.2952349152893127
train-ticket,moc_1.64,72,95,EP,0.2950712258644443
train-ticket,moc_1.64,72,95,HV,0.39756110859420896
train-ticket,moc_1.64,72,95,HV,0.42165736564949635
train-ticket,moc_1.64,72,95,HV,0.4761054430137012
train-ticket,moc_1.64,72,95,GSPREAD,0.3940712221947162
train-ticket,moc_1.64,72,95,GSPREAD,0.3483205473600391
train-ticket,moc_1.64,72,95,GSPREAD,0.48406039185253985
train-ticket,moc_1.64,72,80,IGD+,0.11516104940917324
train-ticket,moc_1.64,72,80,IGD+,0.4267881580999092
train-ticket,moc_1.64,72,80,IGD+,1.0525174992538178
train-ticket,moc_1.64,72,80,EP,0.3983529334344602
train-ticket,moc_1.64,72,80,EP,0.6138710328856666
train-ticket,moc_1.64,72,80,EP,1.4321329639889198
train-ticket,moc_1.64,72,80,HV,0.454214570634206
train-ticket,moc_1.64,72,80,HV,0.11810144858398511
train-ticket,moc_1.64,72,80,HV,0.0
train-ticket,moc_1.64,72,80,GSPREAD,0.7347540241271765
train-ticket,moc_1.64,72,80,GSPREAD,0.38463179642591633
train-ticket,moc_1.64,72,80,GSPREAD,0.425847104235385
train-ticket,moc_1.64,72,55,IGD+,0.1514563505709148
train-ticket,moc_1.64,72,55,IGD+,0.08331836814591634
train-ticket,moc_1.64,72,55,IGD+,0.3796843624921133
train-ticket,moc_1.64,72,55,EP,0.347747844232629
train-ticket,moc_1.64,72,55,EP,0.3407202216066482
train-ticket,moc_1.64,72,55,EP,0.6223165603561865
train-ticket,moc_1.64,72,55,HV,0.38069291358148716
train-ticket,moc_1.64,72,55,HV,0.45845846693807696
train-ticket,moc_1.64,72,55,HV,0.14131081888440053
train-ticket,moc_1.64,72,55,GSPREAD,0.500526359726481
train-ticket,moc_1.64,72,55,GSPREAD,0.4997451064507807
train-ticket,moc_1.64,72,55,GSPREAD,0.12772651719447287
train-ticket,moc_1.64,72,00,IGD+,0.8888825048714892
train-ticket,moc_1.64,72,00,IGD+,0.18173076239998878
train-ticket,moc_1.64,72,00,IGD+,0.36178970983041187
train-ticket,moc_1.64,72,00,EP,1.139105736951849
train-ticket,moc_1.64,72,00,EP,0.2950712258644442
train-ticket,moc_1.64,72,00,EP,0.5110803324099723
train-ticket,moc_1.64,72,00,HV,0.0
train-ticket,moc_1.64,72,00,HV,0.3219552787409059
train-ticket,moc_1.64,72,00,HV,0.15349569021488255
train-ticket,moc_1.64,72,00,GSPREAD,1.0
train-ticket,moc_1.64,72,00,GSPREAD,0.5281884577068909
train-ticket,moc_1.64,72,00,GSPREAD,0.09686247496202602
train-ticket,moc_1.64,82,95,IGD+,0.23277156661076015
train-ticket,moc_1.64,82,95,IGD+,0.15907240696319216
train-ticket,moc_1.64,82,95,IGD+,0.10777236249285056
train-ticket,moc_1.64,82,95,EP,0.5554016620498615
train-ticket,moc_1.64,82,95,EP,0.2574496107900344
train-ticket,moc_1.64,82,95,EP,0.3407202216066482
train-ticket,moc_1.64,82,95,HV,0.2882486677725501
train-ticket,moc_1.64,82,95,HV,0.39129102117044656
