case_study,brf,max_eval,prob_pas,q_indicator,value
train-ticket,moc_1.64,72,95,IGD+,0.15270998061329522
train-ticket,moc_1.64,72,95,IGD+,0.16647778206170868
train-ticket,moc_1.64,72,95,IGD+,0.15098104932226428
train-ticket,moc_1.64,72,95,EP,0.33298143413424086
train-ticket,moc_1.64,72,95,EP,0.3915950440009174
train-ticket,moc_1.64,72,95,EP,0.2956427813543211
train-ticket,moc_1.64,72,95,HV,0.511072116690414
train-ticket,moc_1.64,72,95,HV,0.5404912555051693
train-ticket,moc_1.64,72,95,HV,0.5826336567510322
train-ticket,moc_1.64,72,95,GSPREAD,0.2974317871249818
train-ticket,moc_1.64,72,95,GSPREAD,0.5081832051204066
train-ticket,moc_1.64,72,95,GSPREAD,0.4747694823985066
train-ticket,moc_1.64,72,80,IGD+,0.13463961975652738
train-ticket,moc_1.64,72,80,IGD+,0.3765361202197551
train-ticket,moc_1.64,72,80,IGD+,0.6456230947292007
train-ticket,moc_1.64,72,80,EP,0.31140751312425646
train-ticket,moc_1.64,72,80,EP,0.5190168104934006
train-ticket,moc_1.64,72,80,EP,0.7743362831858408
train-ticket,moc_1.64,72,80,HV,0.5371250054312263
train-ticket,moc_1.64,72,80,HV,0.2681637068850146
train-ticket,moc_1.64,72,80,HV,0.11591349841822045
train-ticket,moc_1.64,72,80,GSPREAD,0.848769783835559
train-ticket,moc_1.64,72,80,GSPREAD,0.1698386689299298
train-ticket,moc_1.64,72,80,GSPREAD,0.4069291850557247
train-ticket,moc_1.64,72,55,IGD+,0.22500101831408398
train-ticket,moc_1.64,72,55,IGD+,0.11737801804977756
train-ticket,moc_1.64,72,55,IGD+,0.3391293895798862
train-ticket,moc_1.64,72,55,EP,0.44831467888203497
train-ticket,moc_1.64,72,55,EP,0.21468732738446986
train-ticket,moc_1.64,72,55,EP,0.5626843657817111
train-ticket,moc_1.64,72,55,HV,0.4312074830547755
train-ticket,moc_1.64,72,55,HV,0.6139829227983243
train-ticket,moc_1.64,72,55,HV,0.33262399067969445
train-ticket,moc_1.64,72,55,GSPREAD,0.3946520324308742
train-ticket,moc_1.64,72,55,GSPREAD,0.40474503775503423
train-ticket,moc_1.64,72,55,GSPREAD,0.19929482624912126
train-ticket,moc_1.64,72,00,IGD+,1.122887204746466
train-ticket,moc_1.64,72,00,IGD+,0.2130507803728408
train-ticket,moc_1.64,72,00,IGD+,0.2902657633983478
train-ticket,moc_1.64,72,00,EP,1.4673168200642381
train-ticket,moc_1.64,72,00,EP,0.36806567817914326
train-ticket,moc_1.64,72,00,EP,0.4437294465154623
train-ticket,moc_1.64,72,00,HV,0.0
train-ticket,moc_1.64,72,00,HV,0.47852301651615753
train-ticket,moc_1.64,72,00,HV,0.320719895110264
train-ticket,moc_1.64,72,00,GSPREAD,1.0
train-ticket,moc_1.64,72,00,GSPREAD,0.50900309818389
train-ticket,moc_1.64,72,00,GSPREAD,0.10828107759825477
train-ticket,moc_1.64,82,95,IGD+,0.19692216795500825
train-ticket,moc_1.64,82,95,IGD+,0.18836812463805871
train-ticket,moc_1.64,82,95,IGD+,0.09493506571732328
