case_study,brf,max_eval,prob_pas,q_indicator,value
train-ticket,moc_1.64,72,95,IGD+,0.11886011459831622
train-ticket,moc_1.64,72,95,IGD+,0.007777121369299861
train-ticket,moc_1.64,72,95,IGD+,0.042656766731266005
train-ticket,moc_1.64,72,95,EP,0.2756964457252642
train-ticket,moc_1.64,72,95,EP,0.039385206532180625
train-ticket,moc_1.64,72,95,EP,0.2756964457252642
train-ticket,moc_1.64,72,95,HV,0.5725128890511283
train-ticket,moc_1.64,72,95,HV,0.8784413333937822
train-ticket,moc_1.64,72,95,HV,0.7590074929155349
train-ticket,moc_1.64,72,95,GSPREAD,0.3338962320202512
train-ticket,moc_1.64,72,95,GSPREAD,0.5465379582289788
train-ticket,moc_1.64,72,95,GSPREAD,0.4309023803942677
train-ticket,moc_1.64,72,80,IGD+,0.07732270154719718
train-ticket,moc_1.64,72,80,IGD+,0.19031707852829963
train-ticket,moc_1.64,72,80,IGD+,0.6402064029524344
train-ticket,moc_1.64,72,80,EP,0.22336473796366157
train-ticket,moc_1.64,72,80,EP,0.2910662824207493
train-ticket,moc_1.64,72,80,EP,0.9932756964457252
train-ticket,moc_1.64,72,80,HV,0.6825520115306304
train-ticket,moc_1.64,72,80,HV,0.3728845441265355
train-ticket,moc_1.64,72,80,HV,0.005258217902874726
train-ticket,moc_1.64,72,80,GSPREAD,0.8148477538618529
train-ticket,moc_1.64,72,80,GSPREAD,0.18139535621722958
train-ticket,moc_1.64,72,80,GSPREAD,0.38342053861263725
train-ticket,moc_1.64,72,55,IGD+,0.34695912817140145
train-ticket,moc_1.64,72,55,IGD+,0.048540122233804085
train-ticket,moc_1.64,72,55,IGD+,0.07292917746419184
train-ticket,moc_1.64,72,55,EP,0.4951317949797426
train-ticket,moc_1.64,72,55,EP,0.23631123919308356
train-ticket,moc_1.64,72,55,EP,0.2756964457252641
train-ticket,moc_1.64,72,55,HV,0.2985912019699287
train-ticket,moc_1.64,72,55,HV,0.7494617511193746
train-ticket,moc_1.64,72,55,HV,0.6749950812296797
train-ticket,moc_1.64,72,55,GSPREAD,0.2753863143372399
train-ticket,moc_1.64,72,55,GSPREAD,0.4319606323908214
train-ticket,moc_1.64,72,55,GSPREAD,0.17320430644100251
train-ticket,moc_1.64,72,00,IGD+,2.1187332885383268
train-ticket,moc_1.64,72,00,IGD+,0.20885085383549115
train-ticket,moc_1.64,72,00,IGD+,0.5148266761755598
train-ticket,moc_1.64,72,00,EP,2.4390865934809676
train-ticket,moc_1.64,72,00,EP,0.3240529135959723
train-ticket,moc_1.64,72,00,EP,0.7390056964626435
train-ticket,moc_1.64,72,00,HV,0.0
train-ticket,moc_1.64,72,00,HV,0.5238687318216053
train-ticket,moc_1.64,72,00,HV,0.12335177458249705
train-ticket,moc_1.64,72,00,GSPREAD,1.0
train-ticket,moc_1.64,72,00,GSPREAD,0.4185872542894375
train-ticket,moc_1.64,72,00,GSPREAD,0.09342319850762461
train-ticket,moc_1.64,82,95,IGD+,0.11343987424679064
train-ticket,moc_1.64,82,95,IGD+,0.1032344954865425
train-ticket,moc_1.64,82,95,IGD+,0.11259084165953902
train-ticket,moc_1.64,82,95,EP,0.38520653218059553
train-ticket,moc_1.64,82,95,EP,0.40922190201729103
train-ticket,moc_1.64,82,95,EP,0.23631123919308356
train-ticket,moc_1.64,82,95,HV,0.6147934678194045
train-ticket,moc_1.64,82,95,HV,0.6485492329733314
train-ticket,moc_1.64,82,95,HV,0.5851679483723812
train-ticket,moc_1.64,82,95,GSPREAD,0.47552321157066424
train-ticket,moc_1.64,82,95,GSPREAD,0.44877993338210415
train-ticket,moc_1.64,82,95,GSPREAD,0.4389001177366883
train-ticket,moc_1.64,82,80,IGD+,0.21448491999089392
train-ticket,moc_1.64,82,80,IGD+,0.07693841247623695
train-ticket,moc_1.64,82,80,IGD+,0.04976336831256479
train-ticket,moc_1.64,82,80,EP,0.49087415946205576
train-ticket,moc_1.64,82,80,EP,0.3333333333333333
train-ticket,moc_1.64,82,80,EP,0.2276657060518732
train-ticket,moc_1.64,82,80,HV,0.3671889560025586
train-ticket,moc_1.64,82,80,HV,0.6914052395787088
train-ticket,moc_1.64,82,80,HV,0.7517645896499896
train-ticket,moc_1.64,82,80,GSPREAD,0.46582376156590644
train-ticket,moc_1.64,82,80,GSPREAD,0.3668789488999235
train-ticket,moc_1.64,82,80,GSPREAD,0.5046487145342877
train-ticket,moc_1.64,82,55,IGD+,0.2000451114416518
train-ticket,moc_1.64,82,55,IGD+,0.06505328558087471
train-ticket,moc_1.64,82,55,IGD+,0.06331324775128809
train-ticket,moc_1.64,82,55,EP,0.44481384109340877
train-ticket,moc_1.64,82,55,EP,0.23376121477276893
train-ticket,moc_1.64,82,55,EP,0.2785782901056676
train-ticket,moc_1.64,82,55,HV,0.41146725673986195
train-ticket,moc_1.64,82,55,HV,0.7662387852272311
train-ticket,moc_1.64,82,55,HV,0.698630179428732
train-ticket,moc_1.64,82,55,GSPREAD,0.2853184189203759
train-ticket,moc_1.64,82,55,GSPREAD,0.40811575162170105
train-ticket,moc_1.64,82,55,GSPREAD,0.3249577960607785
train-ticket,moc_1.64,82,00,IGD+,0.13591210572279652
train-ticket,moc_1.64,82,00,IGD+,0.06803737698962319
train-ticket,moc_1.64,82,00,IGD+,0.012638193665372933
train-ticket,moc_1.64,82,00,EP,0.3938520653218059
train-ticket,moc_1.64,82,00,EP,0.2910662824207492
train-ticket,moc_1.64,82,00,EP,0.08225163473007721
train-ticket,moc_1.64,82,00,HV,0.548755416385834
train-ticket,moc_1.64,82,00,HV,0.7075063133115435
train-ticket,moc_1.64,82,00,HV,0.8844778441689998
train-ticket,moc_1.64,82,00,GSPREAD,0.41516304933338244
train-ticket,moc_1.64,82,00,GSPREAD,0.733905896248436
train-ticket,moc_1.64,82,00,GSPREAD,0.4971224272285253
train-ticket,moc_1.64,102,95,IGD+,0.1323971565117841
train-ticket,moc_1.64,102,95,IGD+,0.2647698824905759
train-ticket,moc_1.64,102,95,IGD+,0.7157747119877432
train-ticket,moc_1.64,102,95,EP,0.3544668587896254
train-ticket,moc_1.64,102,95,EP,0.5120076849183477
train-ticket,moc_1.64,102,95,EP,0.9873236338124993
train-ticket,moc_1.64,102,95,HV,0.5727574749606243
train-ticket,moc_1.64,102,95,HV,0.32503360320118596
train-ticket,moc_1.64,102,95,HV,0.006517354126068154
train-ticket,moc_1.64,102,95,GSPREAD,0.9213358359313003
train-ticket,moc_1.64,102,95,GSPREAD,0.11370373424326599
train-ticket,moc_1.64,102,95,GSPREAD,0.07515390921536944
train-ticket,moc_1.64,102,80,IGD+,0.18396964709334307
train-ticket,moc_1.64,102,80,IGD+,0.17299109123195097
train-ticket,moc_1.64,102,80,IGD+,0.08688515127146003
train-ticket,moc_1.64,102,80,EP,0.38520653218059553
train-ticket,moc_1.64,102,80,EP,0.34425851824070375
train-ticket,moc_1.64,102,80,EP,0.2756964457252641
train-ticket,moc_1.64,102,80,HV,0.4391617709542057
train-ticket,moc_1.64,102,80,HV,0.5064516343270645
train-ticket,moc_1.64,102,80,HV,0.6405124316161059
train-ticket,moc_1.64,102,80,GSPREAD,0.2787954460082217
train-ticket,moc_1.64,102,80,GSPREAD,0.17084579761252477
train-ticket,moc_1.64,102,80,GSPREAD,0.5344985082435999
train-ticket,moc_1.64,102,55,IGD+,0.15344073834648372
train-ticket,moc_1.64,102,55,IGD+,0.48264243773475674
train-ticket,moc_1.64,102,55,IGD+,0.3006117601505412
train-ticket,moc_1.64,102,55,EP,0.4514889529298751
train-ticket,moc_1.64,102,55,EP,0.7483304329560753
train-ticket,moc_1.64,102,55,EP,0.5042678615549914
train-ticket,moc_1.64,102,55,HV,0.5474066462071698
train-ticket,moc_1.64,102,55,HV,0.16850498389012064
train-ticket,moc_1.64,102,55,HV,0.3358033373537412
train-ticket,moc_1.64,102,55,GSPREAD,0.24280571724975364
train-ticket,moc_1.64,102,55,GSPREAD,0.19478105104420385
train-ticket,moc_1.64,102,55,GSPREAD,0.09989047326980935
train-ticket,moc_1.64,102,00,IGD+,0.01631976775169929
train-ticket,moc_1.64,102,00,IGD+,0.11422753820803026
train-ticket,moc_1.64,102,00,IGD+,0.12222361826375513
train-ticket,moc_1.64,102,00,EP,0.11815561959654174
train-ticket,moc_1.64,102,00,EP,0.38520653218059553
train-ticket,moc_1.64,102,00,EP,0.2756964457252641
train-ticket,moc_1.64,102,00,HV,0.8399971695467996
train-ticket,moc_1.64,102,00,HV,0.6181678836977522
train-ticket,moc_1.64,102,00,HV,0.5626892796003864
train-ticket,moc_1.64,102,00,GSPREAD,0.5225380428295385
train-ticket,moc_1.64,102,00,GSPREAD,0.19624278427413888
train-ticket,moc_1.64,102,00,GSPREAD,0.16700904924092644
train-ticket,moc_1.23,72,95,IGD+,0.1596380109565694
train-ticket,moc_1.23,72,95,IGD+,0.07381441146253821
train-ticket,moc_1.23,72,95,IGD+,0.1028557780438455
train-ticket,moc_1.23,72,95,EP,0.23631123919308356
train-ticket,moc_1.23,72,95,EP,0.2910662824207493
train-ticket,moc_1.23,72,95,EP,0.22248422771912374
train-ticket,moc_1.23,72,95,HV,0.44781762755646604
train-ticket,moc_1.23,72,95,HV,0.6610972252222804
train-ticket,moc_1.23,72,95,HV,0.6492013839279316
train-ticket,moc_1.23,72,95,GSPREAD,0.7676565142372827
train-ticket,moc_1.23,72,95,GSPREAD,0.19675155007712733
train-ticket,moc_1.23,72,95,GSPREAD,0.12412794969787284
train-ticket,moc_1.23,72,80,IGD+,0.9030053123908655
train-ticket,moc_1.23,72,80,IGD+,0.14302265683141305
train-ticket,moc_1.23,72,80,IGD+,0.4847608281278701
