case_study,brf,max_eval,prob_pas,q_indicator,value
train-ticket,moc_1.64,72,95,IGD+,0.16175648665554337
train-ticket,moc_1.64,72,95,IGD+,0.14073171560727785
train-ticket,moc_1.64,72,95,IGD+,0.10738228180491892
train-ticket,moc_1.64,72,95,EP,0.33220338983050857
train-ticket,moc_1.64,72,95,EP,0.4497407380708456
train-ticket,moc_1.64,72,95,EP,0.36130822360913395
train-ticket,moc_1.64,72,95,HV,0.24266972368211837
train-ticket,moc_1.64,72,95,HV,0.2520704526427116
train-ticket,moc_1.64,72,95,HV,0.33105925093767874
train-ticket,moc_1.64,72,95,GSPREAD,0.4267673132847711
train-ticket,moc_1.64,72,95,GSPREAD,0.2913588655066376
train-ticket,moc_1.64,72,95,GSPREAD,0.45953694270575496
train-ticket,moc_1.64,72,80,IGD+,0.10483042815320719
train-ticket,moc_1.64,72,80,IGD+,0.4526774505566229
train-ticket,moc_1.64,72,80,IGD+,1.3890330767613779
train-ticket,moc_1.64,72,80,EP,0.46958467087724515
train-ticket,moc_1.64,72,80,EP,0.8451280886389758
train-ticket,moc_1.64,72,80,EP,1.8491525423728816
train-ticket,moc_1.64,72,80,HV,0.314756576645025
train-ticket,moc_1.64,72,80,HV,0.03992073700241522
train-ticket,moc_1.64,72,80,HV,0.0
train-ticket,moc_1.64,72,80,GSPREAD,0.7063504027305367
train-ticket,moc_1.64,72,80,GSPREAD,0.4199173880220401
train-ticket,moc_1.64,72,80,GSPREAD,0.4691488182683691
train-ticket,moc_1.64,72,55,IGD+,0.1866336347439516
train-ticket,moc_1.64,72,55,IGD+,0.13640106397794974
train-ticket,moc_1.64,72,55,IGD+,0.4289397261768973
train-ticket,moc_1.64,72,55,EP,0.3745762711864407
train-ticket,moc_1.64,72,55,EP,0.5135593220338984
train-ticket,moc_1.64,72,55,EP,0.9019518090005694
train-ticket,moc_1.64,72,55,HV,0.2758003233372806
train-ticket,moc_1.64,72,55,HV,0.29294727518391156
train-ticket,moc_1.64,72,55,HV,0.039048615605455285
train-ticket,moc_1.64,72,55,GSPREAD,0.48804425203373536
train-ticket,moc_1.64,72,55,GSPREAD,0.5632785872350232
train-ticket,moc_1.64,72,55,GSPREAD,0.11262132936222535
train-ticket,moc_1.64,72,00,IGD+,0.8986058223003425
train-ticket,moc_1.64,72,00,IGD+,0.2332417832384332
train-ticket,moc_1.64,72,00,IGD+,0.46574476875462145
train-ticket,moc_1.64,72,00,EP,1.121898331515045
train-ticket,moc_1.64,72,00,EP,0.40169491525423734
train-ticket,moc_1.64,72,00,EP,0.7220338983050847
train-ticket,moc_1.64,72,00,HV,0.0
train-ticket,moc_1.64,72,00,HV,0.1891098720369934
train-ticket,moc_1.64,72,00,HV,0.0
train-ticket,moc_1.64,72,00,GSPREAD,1.0
train-ticket,moc_1.64,72,00,GSPREAD,0.5139184628234023
train-ticket,moc_1.64,72,00,GSPREAD,0.08068979628437721
train-ticket,moc_1.64,82,95,IGD+,0.3469843063069314
train-ticket,moc_1.64,82,95,IGD+,0.18801546250253945
train-ticket,moc_1.64,82,95,IGD+,0.13791906302479473
train-ticket,moc_1.64,82,95,EP,0.6101694915254238
train-ticket,moc_1.64,82,95,EP,0.38076781928657
train-ticket,moc_1.64,82,95,EP,0.5135593220338984
train-ticket,moc_1.64,82,95,HV,0.0929153719062256
train-ticket,moc_1.64,82,95,HV,0.24121132287068422
train-ticket,moc_1.64,82,95,HV,0.2559711519005127
train-ticket,moc_1.64,82,95,GSPREAD,0.3539328654473953
train-ticket,moc_1.64,82,95,GSPREAD,0.5282867319715356
train-ticket,moc_1.64,82,95,GSPREAD,0.08658400921266439
train-ticket,moc_1.64,82,80,IGD+,0.3554984461201902
train-ticket,moc_1.64,82,80,IGD+,0.16896865852465123
train-ticket,moc_1.64,82,80,IGD+,0.2638742051225481
train-ticket,moc_1.64,82,80,EP,0.6676030045683257
train-ticket,moc_1.64,82,80,EP,0.40169491525423734
train-ticket,moc_1.64,82,80,EP,0.6121518982380879
train-ticket,moc_1.64,82,80,HV,0.08809996116195723
train-ticket,moc_1.64,82,80,HV,0.26021731400027664
train-ticket,moc_1.64,82,80,HV,0.13417571683130988
train-ticket,moc_1.64,82,80,GSPREAD,0.20788511407132967
train-ticket,moc_1.64,82,80,GSPREAD,0.3099718921083185
train-ticket,moc_1.64,82,80,GSPREAD,0.4888930770671522
train-ticket,moc_1.64,82,55,IGD+,0.45776420488115654
train-ticket,moc_1.64,82,55,IGD+,0.12672882556875364
train-ticket,moc_1.64,82,55,IGD+,0.2317664227169169
train-ticket,moc_1.64,82,55,EP,0.7372881355932204
train-ticket,moc_1.64,82,55,EP,0.27796610169491537
train-ticket,moc_1.64,82,55,EP,0.5830508474576271
train-ticket,moc_1.64,82,55,HV,0.0
train-ticket,moc_1.64,82,55,HV,0.3556738888392161
train-ticket,moc_1.64,82,55,HV,0.22153675696744762
train-ticket,moc_1.64,82,55,GSPREAD,0.32279985399358885
train-ticket,moc_1.64,82,55,GSPREAD,0.518607808989836
train-ticket,moc_1.64,82,55,GSPREAD,0.37034510308117413
