case_study,brf,max_eval,prob_pas,q_indicator,value
train-ticket,moc_1.64,72,95,IGD+,0.06946742206820088
train-ticket,moc_1.64,72,95,IGD+,0.020954580350600622
train-ticket,moc_1.64,72,95,IGD+,0.06855855701377912
train-ticket,moc_1.64,72,95,EP,0.2581699346405229
train-ticket,moc_1.64,72,95,EP,0.24074074074074076
train-ticket,moc_1.64,72,95,EP,0.3300653594771242
train-ticket,moc_1.64,72,95,HV,0.5545115151813205
train-ticket,moc_1.64,72,95,HV,0.6768118701413794
train-ticket,moc_1.64,72,95,HV,0.6032733938582853
train-ticket,moc_1.64,72,95,GSPREAD,0.4082203077222161
train-ticket,moc_1.64,72,95,GSPREAD,0.5035465297473661
train-ticket,moc_1.64,72,95,GSPREAD,0.46939079000579775
train-ticket,moc_1.64,72,80,IGD+,0.04867211808149921
train-ticket,moc_1.64,72,80,IGD+,0.16795550651571256
train-ticket,moc_1.64,72,80,IGD+,0.8235282705991062
train-ticket,moc_1.64,72,80,EP,0.3300653594771242
train-ticket,moc_1.64,72,80,EP,0.40864801137033274
train-ticket,moc_1.64,72,80,EP,1.3224400871459694
train-ticket,moc_1.64,72,80,HV,0.5987139159276222
train-ticket,moc_1.64,72,80,HV,0.3401470427436212
train-ticket,moc_1.64,72,80,HV,0.0
train-ticket,moc_1.64,72,80,GSPREAD,0.6996459436788423
train-ticket,moc_1.64,72,80,GSPREAD,0.3288454538535273
train-ticket,moc_1.64,72,80,GSPREAD,0.431051747697693
train-ticket,moc_1.64,72,55,IGD+,0.2101642781872079
train-ticket,moc_1.64,72,55,IGD+,0.08407508780016609
train-ticket,moc_1.64,72,55,IGD+,0.12591220860252914
train-ticket,moc_1.64,72,55,EP,0.3747276688453159
train-ticket,moc_1.64,72,55,EP,0.46405228758169936
train-ticket,moc_1.64,72,55,EP,0.5087145969498911
train-ticket,moc_1.64,72,55,HV,0.408745772648735
train-ticket,moc_1.64,72,55,HV,0.5287126024658945
train-ticket,moc_1.64,72,55,HV,0.3749741668702592
train-ticket,moc_1.64,72,55,GSPREAD,0.34716710920741994
train-ticket,moc_1.64,72,55,GSPREAD,0.4841058039463118
train-ticket,moc_1.64,72,55,GSPREAD,0.1688734591876563
train-ticket,moc_1.64,72,00,IGD+,0.9475248147417672
train-ticket,moc_1.64,72,00,IGD+,0.14605642608518207
train-ticket,moc_1.64,72,00,IGD+,0.29123641557554325
train-ticket,moc_1.64,72,00,EP,1.1408257628141218
train-ticket,moc_1.64,72,00,EP,0.39215686274509803
train-ticket,moc_1.64,72,00,EP,0.4696603144025556
train-ticket,moc_1.64,72,00,HV,0.0
train-ticket,moc_1.64,72,00,HV,0.4533938418755634
train-ticket,moc_1.64,72,00,HV,0.242437425854992
train-ticket,moc_1.64,72,00,GSPREAD,1.0
train-ticket,moc_1.64,72,00,GSPREAD,0.5122524511545845
train-ticket,moc_1.64,72,00,GSPREAD,0.08516072380104663
train-ticket,moc_1.64,82,95,IGD+,0.16551048938371024
train-ticket,moc_1.64,82,95,IGD+,0.13083989620500686
train-ticket,moc_1.64,82,95,IGD+,0.0859645744146661
train-ticket,moc_1.64,82,95,EP,0.5087145969498911
train-ticket,moc_1.64,82,95,EP,0.3747276688453159
train-ticket,moc_1.64,82,95,EP,0.46405228758169936
train-ticket,moc_1.64,82,95,HV,0.38988569328692013
train-ticket,moc_1.64,82,95,HV,0.520791044894422
train-ticket,moc_1.64,82,95,HV,0.4773491477963904
train-ticket,moc_1.64,82,95,GSPREAD,0.2702659930061425
train-ticket,moc_1.64,82,95,GSPREAD,0.4990143708238311
train-ticket,moc_1.64,82,95,GSPREAD,0.33663612805780435
train-ticket,moc_1.64,82,80,IGD+,0.17819067631966767
train-ticket,moc_1.64,82,80,IGD+,0.10248858931856754
train-ticket,moc_1.64,82,80,IGD+,0.08064745208774902
train-ticket,moc_1.64,82,80,EP,0.36465780644295426
train-ticket,moc_1.64,82,80,EP,0.39215686274509803
train-ticket,moc_1.64,82,80,EP,0.4542483660130719
train-ticket,moc_1.64,82,80,HV,0.44551575983676883
train-ticket,moc_1.64,82,80,HV,0.5273171852085028
train-ticket,moc_1.64,82,80,HV,0.5149560110819493
train-ticket,moc_1.64,82,80,GSPREAD,0.2961381707377841
train-ticket,moc_1.64,82,80,GSPREAD,0.3653634920443214
train-ticket,moc_1.64,82,80,GSPREAD,0.5410813515423349
train-ticket,moc_1.64,82,55,IGD+,0.17343485018632976
train-ticket,moc_1.64,82,55,IGD+,0.020895117980147947
train-ticket,moc_1.64,82,55,IGD+,0.10812267567195842
train-ticket,moc_1.64,82,55,EP,0.3747276688453159
train-ticket,moc_1.64,82,55,EP,0.19607843137254904
train-ticket,moc_1.64,82,55,EP,0.5087145969498911
train-ticket,moc_1.64,82,55,HV,0.2939336919743669
train-ticket,moc_1.64,82,55,HV,0.7160237216945856
train-ticket,moc_1.64,82,55,HV,0.4689797835953971
train-ticket,moc_1.64,82,55,GSPREAD,0.3273237017957459
train-ticket,moc_1.64,82,55,GSPREAD,0.6395820903876198
train-ticket,moc_1.64,82,55,GSPREAD,0.4229414614712836
train-ticket,moc_1.64,82,00,IGD+,0.1656135780162442
train-ticket,moc_1.64,82,00,IGD+,0.12025927213227362
train-ticket,moc_1.64,82,00,IGD+,0.02842084079033924
train-ticket,moc_1.64,82,00,EP,0.4542483660130719
train-ticket,moc_1.64,82,00,EP,0.5261437908496732
train-ticket,moc_1.64,82,00,EP,0.2581699346405229
train-ticket,moc_1.64,82,00,HV,0.41264509165130675
train-ticket,moc_1.64,82,00,HV,0.4345621595368385
train-ticket,moc_1.64,82,00,HV,0.656202554383691
train-ticket,moc_1.64,82,00,GSPREAD,0.4714437313481721
train-ticket,moc_1.64,82,00,GSPREAD,0.7128304885278739
train-ticket,moc_1.64,82,00,GSPREAD,0.5770030421078742
train-ticket,moc_1.64,102,95,IGD+,0.0691948030755764
train-ticket,moc_1.64,102,95,IGD+,0.280234371805057
train-ticket,moc_1.64,102,95,IGD+,0.38033086670726635
train-ticket,moc_1.64,102,95,EP,0.2400447706954425
train-ticket,moc_1.64,102,95,EP,0.5708061002178649
train-ticket,moc_1.64,102,95,EP,0.5825319345311659
train-ticket,moc_1.64,102,95,HV,0.5642187276418483
train-ticket,moc_1.64,102,95,HV,0.2494348889737832
train-ticket,moc_1.64,102,95,HV,0.1544385088551932
train-ticket,moc_1.64,102,95,GSPREAD,0.8519604505451627
train-ticket,moc_1.64,102,95,GSPREAD,0.1828074620020576
train-ticket,moc_1.64,102,95,GSPREAD,0.08508096672786003
train-ticket,moc_1.64,102,80,IGD+,0.15956061775487557
train-ticket,moc_1.64,102,80,IGD+,0.11290061123104086
train-ticket,moc_1.64,102,80,IGD+,0.1261715431563996
train-ticket,moc_1.64,102,80,EP,0.4235595244941878
train-ticket,moc_1.64,102,80,EP,0.4542483660130719
train-ticket,moc_1.64,102,80,EP,0.5087145969498911
train-ticket,moc_1.64,102,80,HV,0.3139870183507075
train-ticket,moc_1.64,102,80,HV,0.4578753182044847
train-ticket,moc_1.64,102,80,HV,0.4002515897292247
train-ticket,moc_1.64,102,80,GSPREAD,0.46007322727869426
train-ticket,moc_1.64,102,80,GSPREAD,0.20664101490621348
train-ticket,moc_1.64,102,80,GSPREAD,0.4960900430061983
train-ticket,moc_1.64,102,55,IGD+,0.24240240372877145
train-ticket,moc_1.64,102,55,IGD+,0.27437641908845917
train-ticket,moc_1.64,102,55,IGD+,0.2885797011528996
train-ticket,moc_1.64,102,55,EP,0.7080610021786493
train-ticket,moc_1.64,102,55,EP,0.5708061002178649
train-ticket,moc_1.64,102,55,EP,0.6285403050108932
train-ticket,moc_1.64,102,55,HV,0.27564614408838395
train-ticket,moc_1.64,102,55,HV,0.2789699941034676
train-ticket,moc_1.64,102,55,HV,0.19426579523768275
train-ticket,moc_1.64,102,55,GSPREAD,0.3586561708406355
train-ticket,moc_1.64,102,55,GSPREAD,0.2367390075301894
train-ticket,moc_1.64,102,55,GSPREAD,0.12843638354404094
train-ticket,moc_1.64,102,00,IGD+,0.042335418542139513
train-ticket,moc_1.64,102,00,IGD+,0.14637407540098246
train-ticket,moc_1.64,102,00,IGD+,0.10928123371013197
train-ticket,moc_1.64,102,00,EP,0.3300653594771242
train-ticket,moc_1.64,102,00,EP,0.4524773596988926
train-ticket,moc_1.64,102,00,EP,0.5087145969498911
train-ticket,moc_1.64,102,00,HV,0.6480498894149922
train-ticket,moc_1.64,102,00,HV,0.3937802704780547
train-ticket,moc_1.64,102,00,HV,0.44001283587082357
train-ticket,moc_1.64,102,00,GSPREAD,0.5228670716499825
train-ticket,moc_1.64,102,00,GSPREAD,0.1313107649319291
train-ticket,moc_1.64,102,00,GSPREAD,0.19788195829794522
train-ticket,moc_1.23,72,95,IGD+,0.15622996799685437
train-ticket,moc_1.23,72,95,IGD+,0.11902912627915672
train-ticket,moc_1.23,72,95,IGD+,0.06029875379688174
train-ticket,moc_1.23,72,95,EP,0.46405228758169936
train-ticket,moc_1.23,72,95,EP,0.46405228758169936
train-ticket,moc_1.23,72,95,EP,0.22903354268189013
train-ticket,moc_1.23,72,95,HV,0.3104493773907219
train-ticket,moc_1.23,72,95,HV,0.4514364593323788
train-ticket,moc_1.23,72,95,HV,0.5909881201722849
train-ticket,moc_1.23,72,95,GSPREAD,0.7413229204052013
train-ticket,moc_1.23,72,95,GSPREAD,0.3070759990689333
train-ticket,moc_1.23,72,95,GSPREAD,0.1442711177099389
train-ticket,moc_1.23,72,80,IGD+,0.47533144335494604
train-ticket,moc_1.23,72,80,IGD+,0.11795168990767729
train-ticket,moc_1.23,72,80,IGD+,0.23657439030718413
train-ticket,moc_1.23,72,80,EP,0.5926550212994244
train-ticket,moc_1.23,72,80,EP,0.38344678147993966
