case_study,brf,max_eval,prob_pas,q_indicator,value
train-ticket,moc_1.64,72,95,IGD+,0.26254580773972025
train-ticket,moc_1.64,72,95,IGD+,0.04104815432162094
train-ticket,moc_1.64,72,95,IGD+,0.21568541418437986
train-ticket,moc_1.64,72,95,EP,0.4960951721778867
train-ticket,moc_1.64,72,95,EP,0.20289855072463767
train-ticket,moc_1.64,72,95,EP,0.37267080745341613
train-ticket,moc_1.64,72,95,HV,0.26331774315428036
train-ticket,moc_1.64,72,95,HV,0.6272366940252001
train-ticket,moc_1.64,72,95,HV,0.3849713022770899
train-ticket,moc_1.64,72,95,GSPREAD,0.31230021329963975
train-ticket,moc_1.64,72,95,GSPREAD,0.3254761220911095
train-ticket,moc_1.64,72,95,GSPREAD,0.4331381441788848
train-ticket,moc_1.64,72,80,IGD+,0.12904156157345045
train-ticket,moc_1.64,72,80,IGD+,0.38718918881530373
train-ticket,moc_1.64,72,80,IGD+,1.8284554826653086
train-ticket,moc_1.64,72,80,EP,0.37267080745341613
train-ticket,moc_1.64,72,80,EP,0.5093167701863355
train-ticket,moc_1.64,72,80,EP,2.25879917184265
train-ticket,moc_1.64,72,80,HV,0.49865472652751064
train-ticket,moc_1.64,72,80,HV,0.11238837208997007
train-ticket,moc_1.64,72,80,HV,0.0
train-ticket,moc_1.64,72,80,GSPREAD,0.7839059717117562
train-ticket,moc_1.64,72,80,GSPREAD,0.2772888471991748
train-ticket,moc_1.64,72,80,GSPREAD,0.4480208880812017
train-ticket,moc_1.64,72,55,IGD+,0.4179672319905029
train-ticket,moc_1.64,72,55,IGD+,0.24344375920970024
train-ticket,moc_1.64,72,55,IGD+,0.32149934908439437
train-ticket,moc_1.64,72,55,EP,0.6481120620114594
train-ticket,moc_1.64,72,55,EP,0.6273291925465839
train-ticket,moc_1.64,72,55,EP,0.712215320910973
train-ticket,moc_1.64,72,55,HV,0.18180678707657308
train-ticket,moc_1.64,72,55,HV,0.34753004717749264
train-ticket,moc_1.64,72,55,HV,0.22421772596860076
train-ticket,moc_1.64,72,55,GSPREAD,0.4600089342650336
train-ticket,moc_1.64,72,55,GSPREAD,0.4503950729340907
train-ticket,moc_1.64,72,55,GSPREAD,0.09213753325254008
train-ticket,moc_1.64,72,00,IGD+,1.9109560757364847
train-ticket,moc_1.64,72,00,IGD+,0.32971901500557277
train-ticket,moc_1.64,72,00,IGD+,0.6872838554327432
train-ticket,moc_1.64,72,00,EP,2.1822650717259053
train-ticket,moc_1.64,72,00,EP,0.49068322981366463
train-ticket,moc_1.64,72,00,EP,0.887876654364046
train-ticket,moc_1.64,72,00,HV,0.0
train-ticket,moc_1.64,72,00,HV,0.2617624148721841
train-ticket,moc_1.64,72,00,HV,0.0
train-ticket,moc_1.64,72,00,GSPREAD,1.0
train-ticket,moc_1.64,72,00,GSPREAD,0.5294413557830177
train-ticket,moc_1.64,72,00,GSPREAD,0.07509818209769287
train-ticket,moc_1.64,82,95,IGD+,0.5116142904022467
train-ticket,moc_1.64,82,95,IGD+,0.32965385087923005
train-ticket,moc_1.64,82,95,IGD+,0.2731117332542904
train-ticket,moc_1.64,82,95,EP,0.8161207293861056
train-ticket,moc_1.64,82,95,EP,0.484219407902595
train-ticket,moc_1.64,82,95,EP,0.6273291925465839
train-ticket,moc_1.64,82,95,HV,0.051759834368530044
train-ticket,moc_1.64,82,95,HV,0.16444731800589357
train-ticket,moc_1.64,82,95,HV,0.29472762893198917
train-ticket,moc_1.64,82,95,GSPREAD,0.4684261981735091
train-ticket,moc_1.64,82,95,GSPREAD,0.4443438563915625
train-ticket,moc_1.64,82,95,GSPREAD,0.22785443348230217
train-ticket,moc_1.64,82,80,IGD+,0.4341107640685641
train-ticket,moc_1.64,82,80,IGD+,0.2849144418053441
train-ticket,moc_1.64,82,80,IGD+,0.2418392937981162
train-ticket,moc_1.64,82,80,EP,0.6975473556712654
train-ticket,moc_1.64,82,80,EP,0.49068322981366463
train-ticket,moc_1.64,82,80,EP,0.6086956521739131
train-ticket,moc_1.64,82,80,HV,0.07006128595024964
train-ticket,moc_1.64,82,80,HV,0.2650191506818854
train-ticket,moc_1.64,82,80,HV,0.3384587710044205
train-ticket,moc_1.64,82,80,GSPREAD,0.2642323564930136
train-ticket,moc_1.64,82,80,GSPREAD,0.3063258957255752
train-ticket,moc_1.64,82,80,GSPREAD,0.5250416632262199
train-ticket,moc_1.64,82,55,IGD+,0.33555923385027914
train-ticket,moc_1.64,82,55,IGD+,0.05425716051366358
train-ticket,moc_1.64,82,55,IGD+,0.3250426529439896
train-ticket,moc_1.64,82,55,EP,0.5757848541826692
train-ticket,moc_1.64,82,55,EP,0.20914752903249553
train-ticket,moc_1.64,82,55,EP,0.712215320910973
train-ticket,moc_1.64,82,55,HV,0.184982932989251
train-ticket,moc_1.64,82,55,HV,0.6975220551390411
train-ticket,moc_1.64,82,55,HV,0.24648396901746797
train-ticket,moc_1.64,82,55,GSPREAD,0.3086540564221283
